0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,1,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,3,0
1,0,0,0,3,0
1,0,0,0,3,0
1,0,0,0,3,0
2,0,0,0,3,0
2,0,0,1,3,0
2,0,0,1,3,0
2,0,0,1,3,0
2,0,0,1,3,0
2,0,0,1,3,0
3,0,0,1,3,0
3,0,0,1,3,0
3,0,0,1,3,0
3,0,0,1,3,0
3,0,0,1,3,0
3,0,0,1,3,0
3,0,0,1,3,0
4,0,0,1,3,0
4,0,0,1,3,0
4,0,0,1,3,0
4,0,0,1,3,0
4,0,0,1,3,0
4,0,0,1,3,0
4,0,0,1,3,0
4,0,0,2,3,0
4,0,0,2,3,0
4,0,1,2,3,1
5,0,1,2,4,1
5,0,1,2,4,1
5,0,1,3,4,2
5,5,5,4,5,5
5,5,5,4,5,5
5,5,5,4,5,5
6,5,5,4,5,5
6,5,5,4,5,6
6,6,5,4,5,6
6,6,5,4,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,6
6,6,6,5,5,7
6,6,6,5,5,7
6,6,6,5,5,7
6,6,6,5,5,7
7,7,6,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
7,7,7,5,5,7
8,7,7,5,5,7
8,7,7,5,5,7
8,7,7,5,5,7
8,7,7,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,8,8,5,5,8
8,9,8,5,5,9
8,9,8,5,5,9
8,9,8,5,5,9
8,9,9,5,5,9
8,9,9,5,5,9
8,9,9,5,5,9
8,9,9,5,5,9
8,9,9,5,5,9
8,9,9,5,5,9
8,9,9,5,5,9
8,9,10,6,5,10
8,9,10,6,5,10
8,10,10,6,5,10
8,10,10,6,5,10
9,10,10,6,5,10
9,10,10,6,5,10
9,10,10,6,5,10
9,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,10,10,6,5,10
10,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
11,11,11,6,5,11
12,11,11,6,5,11
12,11,11,6,5,11
12,11,11,6,5,11
12,12,12,6,5,11
12,12,12,6,5,11
12,12,12,6,5,12
12,12,12,6,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
12,12,12,7,5,12
13,12,12,7,5,12
13,12,12,7,5,13
13,12,12,7,5,13
13,13,12,7,5,13
13,13,12,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,7,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,13,13,8,5,13
13,14,14,8,5,14
13,14,14,8,5,14
13,14,14,8,5,14
13,14,14,8,5,14
13,14,14,8,5,14
13,14,14,8,5,14
13,14,14,8,5,14
13,14,14,8,5,14
14,14,14,8,5,14
14,14,14,8,5,14
14,14,14,8,5,14
14,14,14,8,5,14
15,14,14,8,5,14
15,14,14,8,5,14
15,14,14,8,5,15
15,14,15,8,5,15
15,15,15,8,5,15
15,15,15,8,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,9,5,15
15,15,15,10,5,15
15,15,15,10,5,15
15,15,15,10,5,15
15,15,15,10,5,16
15,15,15,10,5,16
15,15,15,10,5,16
15,15,15,10,5,16
15,16,15,10,5,16
15,16,15,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,16,16,10,5,16
15,17,16,10,5,17
15,17,16,10,5,17
15,17,16,10,5,17
15,17,16,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,17,10,5,17
15,17,18,10,5,18
15,18,18,10,5,18
15,18,18,10,5,18
15,18,18,10,5,18
15,18,18,10,5,18
15,18,18,10,5,18
15,18,18,10,5,18
15,18,18,11,5,18
15,18,18,11,5,18
15,18,18,11,5,18
15,18,18,11,5,18
15,18,18,11,5,18
15,18,18,11,5,18
15,18,18,11,5,19
15,18,18,11,5,19
15,19,18,11,5,19
15,19,18,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,11,5,19
15,19,19,12,5,19
15,19,19,12,5,19
15,19,19,12,5,19
15,19,19,12,5,19
15,19,19,12,5,19
15,20,19,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
15,20,20,12,5,20
